Designator,Mid X,Mid Y,Rotation,Layer
C1,133.43,-84.0,0.0,top
J1,142.575,-84.0,270.0,top
J2,102.1,-84.0,180.0,top
R1,124.5,-84.0,0.0,top
R2,129.0,-84.0,0.0,top
